Id,created_at,cleaned_text,type,aspect,deberta_sentiment,confidence
203,Mon Apr 08 02:00:10 +0000 2024,former teachers urge the minister of education to change window design in all schools in malaysia the current form resembles the cross we try the oval window and he is confident,Fear-Mongering & Conspiracy,National Identity,neutral,0.9574059
203,Mon Apr 08 02:00:10 +0000 2024,former teachers urge the minister of education to change window design in all schools in malaysia the current form resembles the cross we try the oval window and he is confident,Fear-Mongering & Conspiracy,Social Issues,neutral,0.9701541
204,Sat Apr 13 07:07:31 +0000 2024,pass seduction to the agong and the council of royal royal to become hezry yasin the selangor pas youth new media director has invited the people not to pray at the sultan of johor  dymm ydpas family time the reason is that the sultan of johorydpa is not defending islam,Fear-Mongering & Conspiracy,Islamic Identity,neutral,0.82788855
204,Sat Apr 13 07:07:31 +0000 2024,pass seduction to the agong and the council of royal royal to become hezry yasin the selangor pas youth new media director has invited the people not to pray at the sultan of johor  dymm ydpas family time the reason is that the sultan of johorydpa is not defending islam,Fear-Mongering & Conspiracy,Politics,neutral,0.92086583
204,Sat Apr 13 07:07:31 +0000 2024,pass seduction to the agong and the council of royal royal to become hezry yasin the selangor pas youth new media director has invited the people not to pray at the sultan of johor  dymm ydpas family time the reason is that the sultan of johorydpa is not defending islam,Fear-Mongering & Conspiracy,Social Issues,neutral,0.91037387
205,Mon Apr 08 04:34:30 +0000 2024,you say he hates islam religious education  preventing adultery education sek  preventing a wedding child he can think well but you are here it is about religion to show this religion of islam cannot be used,Directly Hostile Terms,Islamic Identity,negative,0.68286127
205,Mon Apr 08 04:34:30 +0000 2024,you say he hates islam religious education  preventing adultery education sek  preventing a wedding child he can think well but you are here it is about religion to show this religion of islam cannot be used,Directly Hostile Terms,Religious Beliefs,negative,0.5988125
205,Mon Apr 08 04:34:30 +0000 2024,you say he hates islam religious education  preventing adultery education sek  preventing a wedding child he can think well but you are here it is about religion to show this religion of islam cannot be used,Directly Hostile Terms,Social Issues,negative,0.6210968
206,Tue Apr 02 16:40:58 +0000 2024,why the hell is a bangladeshi tryna talk into malaysian orang asli affairs you re not part of our land you ll never be part of our land malaysia when it was born it declared itself a secular nation and will continue to uphold secular laws,Directly Hostile Terms,Secularism,positive,0.50132906
206,Tue Apr 02 16:40:58 +0000 2024,why the hell is a bangladeshi tryna talk into malaysian orang asli affairs you re not part of our land you ll never be part of our land malaysia when it was born it declared itself a secular nation and will continue to uphold secular laws,Directly Hostile Terms,Race,negative,0.3677906
206,Tue Apr 02 16:40:58 +0000 2024,why the hell is a bangladeshi tryna talk into malaysian orang asli affairs you re not part of our land you ll never be part of our land malaysia when it was born it declared itself a secular nation and will continue to uphold secular laws,Directly Hostile Terms,National Identity,negative,0.36297697
206,Tue Apr 02 16:40:58 +0000 2024,why the hell is a bangladeshi tryna talk into malaysian orang asli affairs you re not part of our land you ll never be part of our land malaysia when it was born it declared itself a secular nation and will continue to uphold secular laws,Directly Hostile Terms,Politics,negative,0.39493406
207,Wed Apr 17 11:05:39 +0000 2024,secularism is a wonderful thing i have not seen a secular muslim i have not seen a secular christian i have not seen a secular buddhist i have not seen a secular jew but i have seen many secular hindus  that is why secularism is absent in vatican city mecca madinah,Directly Hostile Terms,Islamic Identity,positive,0.55861175
207,Wed Apr 17 11:05:39 +0000 2024,secularism is a wonderful thing i have not seen a secular muslim i have not seen a secular christian i have not seen a secular buddhist i have not seen a secular jew but i have seen many secular hindus  that is why secularism is absent in vatican city mecca madinah,Directly Hostile Terms,Secularism,positive,0.95185405
208,Sat Apr 06 02:20:52 +0000 2024,this is malaysia not malaya stop the racism stop the islamic fascism this country has and will be a secular state focussed on the health wealth and happiness of all it will protect human rights and not focus on bogus religious human rights such as those practiced by many,Directly Hostile Terms,Islamic Identity,negative,0.88493025
208,Sat Apr 06 02:20:52 +0000 2024,this is malaysia not malaya stop the racism stop the islamic fascism this country has and will be a secular state focussed on the health wealth and happiness of all it will protect human rights and not focus on bogus religious human rights such as those practiced by many,Directly Hostile Terms,Secularism,neutral,0.36221793
208,Sat Apr 06 02:20:52 +0000 2024,this is malaysia not malaya stop the racism stop the islamic fascism this country has and will be a secular state focussed on the health wealth and happiness of all it will protect human rights and not focus on bogus religious human rights such as those practiced by many,Directly Hostile Terms,Religious Beliefs,negative,0.76255935
208,Sat Apr 06 02:20:52 +0000 2024,this is malaysia not malaya stop the racism stop the islamic fascism this country has and will be a secular state focussed on the health wealth and happiness of all it will protect human rights and not focus on bogus religious human rights such as those practiced by many,Directly Hostile Terms,Race,negative,0.83321327
208,Sat Apr 06 02:20:52 +0000 2024,this is malaysia not malaya stop the racism stop the islamic fascism this country has and will be a secular state focussed on the health wealth and happiness of all it will protect human rights and not focus on bogus religious human rights such as those practiced by many,Directly Hostile Terms,National Identity,negative,0.59838164
208,Sat Apr 06 02:20:52 +0000 2024,this is malaysia not malaya stop the racism stop the islamic fascism this country has and will be a secular state focussed on the health wealth and happiness of all it will protect human rights and not focus on bogus religious human rights such as those practiced by many,Directly Hostile Terms,Social Issues,negative,0.56425965
209,Wed Apr 10 04:40:05 +0000 2024,rpk m sia can only be peaceful if nonmuslim citizens accept country as an islamic not secular state,Religious Supremacy,Islamic Identity,neutral,0.54941547
209,Wed Apr 10 04:40:05 +0000 2024,rpk m sia can only be peaceful if nonmuslim citizens accept country as an islamic not secular state,Religious Supremacy,Secularism,negative,0.81057113
210,Mon Apr 22 18:50:12 +0000 2024,india is secular because hindus are in majority ask any of the people from the second largest community in india they will openly say that when they become majority they will not spare hindus remember there is no such thing as liberal in this community else they would not vote,Directly Hostile Terms,Secularism,negative,0.5047111
210,Mon Apr 22 18:50:12 +0000 2024,india is secular because hindus are in majority ask any of the people from the second largest community in india they will openly say that when they become majority they will not spare hindus remember there is no such thing as liberal in this community else they would not vote,Directly Hostile Terms,Race,negative,0.82234514
211,Sat Apr 06 23:39:04 +0000 2024,malaysia is a islamic country fear not if malaysia becomes pure secular hardcore nationalism will be rise and you will not like that,Fear-Mongering & Conspiracy,Islamic Identity,neutral,0.48562226
211,Sat Apr 06 23:39:04 +0000 2024,malaysia is a islamic country fear not if malaysia becomes pure secular hardcore nationalism will be rise and you will not like that,Fear-Mongering & Conspiracy,Secularism,negative,0.9201633
211,Sat Apr 06 23:39:04 +0000 2024,malaysia is a islamic country fear not if malaysia becomes pure secular hardcore nationalism will be rise and you will not like that,Fear-Mongering & Conspiracy,Race,negative,0.88233066
211,Sat Apr 06 23:39:04 +0000 2024,malaysia is a islamic country fear not if malaysia becomes pure secular hardcore nationalism will be rise and you will not like that,Fear-Mongering & Conspiracy,National Identity,negative,0.947993
212,Tue Apr 02 05:10:39 +0000 2024,sarawak should separate from malaysia they are liberal and secular all govt oli and gas jobs are for m only,Cultural Resistance to Islamization,Secularism,positive,0.95139635
212,Tue Apr 02 05:10:39 +0000 2024,sarawak should separate from malaysia they are liberal and secular all govt oli and gas jobs are for m only,Cultural Resistance to Islamization,Race,neutral,0.7011799
212,Tue Apr 02 05:10:39 +0000 2024,sarawak should separate from malaysia they are liberal and secular all govt oli and gas jobs are for m only,Cultural Resistance to Islamization,National Identity,neutral,0.84371924
