Id,created_at,cleaned_text,type,aspect
99,Tue Apr 08 09:05:53 +0000 2025,baba bageshwar dham they have smartly added a new speciality of secular along with religious and atheist but a muslim is a muslim a christian is a christian only a hindu must be a secular this selective hindu secularism is very dangerous,Religious Comparison,Secularism
99,Tue Apr 08 09:05:53 +0000 2025,baba bageshwar dham they have smartly added a new speciality of secular along with religious and atheist but a muslim is a muslim a christian is a christian only a hindu must be a secular this selective hindu secularism is very dangerous,Religious Comparison,Religious Beliefs
100,Wed Apr 02 17:30:07 +0000 2025,malaysia pray for christian converts who are tortured in reeducation camps in attempts to force them to return to islam,Fear-Mongering & Conspiracy,Islamic Identity
100,Wed Apr 02 17:30:07 +0000 2025,malaysia pray for christian converts who are tortured in reeducation camps in attempts to force them to return to islam,Fear-Mongering & Conspiracy,Race
100,Wed Apr 02 17:30:07 +0000 2025,malaysia pray for christian converts who are tortured in reeducation camps in attempts to force them to return to islam,Fear-Mongering & Conspiracy,National Identity
100,Wed Apr 02 17:30:07 +0000 2025,malaysia pray for christian converts who are tortured in reeducation camps in attempts to force them to return to islam,Fear-Mongering & Conspiracy,Social Issues
101,Tue Apr 08 05:42:48 +0000 2025,lakemba mosque in sydney is planning to broadcast a call to prayer on loudspeakers for five to fifteen minutes every friday this shouldnt be allowed in australia we are not an islamic country if you want that lifestyle pack your bags and move to one of those countries,Cultural Resistance to Islamization,Islamic Identity
102,Wed Apr 23 16:29:18 +0000 2025,i agree sayema im planning to relocate to worlds most advanced democracies and secular countries u wanna join iran iraq syria egypt qatar libya sudan turkey yemen tunisia somalia pakistan malaysia bangladesh afghanistan saudi arabia,Fear-Mongering & Conspiracy,Secularism
102,Wed Apr 23 16:29:18 +0000 2025,i agree sayema im planning to relocate to worlds most advanced democracies and secular countries u wanna join iran iraq syria egypt qatar libya sudan turkey yemen tunisia somalia pakistan malaysia bangladesh afghanistan saudi arabia,Fear-Mongering & Conspiracy,Race
102,Wed Apr 23 16:29:18 +0000 2025,i agree sayema im planning to relocate to worlds most advanced democracies and secular countries u wanna join iran iraq syria egypt qatar libya sudan turkey yemen tunisia somalia pakistan malaysia bangladesh afghanistan saudi arabia,Fear-Mongering & Conspiracy,National Identity
103,Fri Apr 11 09:01:56 +0000 2025,chinese hindu woman in malaysia finally wins court case to revert her three children back to hinduism her tamil exhusband converted in  without informing her malaysia automatically converts children to islam on paper if one parent converts,Fear-Mongering & Conspiracy,Islamic Identity
103,Fri Apr 11 09:01:56 +0000 2025,chinese hindu woman in malaysia finally wins court case to revert her three children back to hinduism her tamil exhusband converted in  without informing her malaysia automatically converts children to islam on paper if one parent converts,Fear-Mongering & Conspiracy,Race
103,Fri Apr 11 09:01:56 +0000 2025,chinese hindu woman in malaysia finally wins court case to revert her three children back to hinduism her tamil exhusband converted in  without informing her malaysia automatically converts children to islam on paper if one parent converts,Fear-Mongering & Conspiracy,National Identity
104,Mon Apr 14 02:58:56 +0000 2025,ye to malaysia independent secular liberal refomers of pkr justice transomation is free to bring the rule of law to the unlimited crime of anuars life in prison for azizah,Directly Hostile Terms,Secularism
104,Mon Apr 14 02:58:56 +0000 2025,ye to malaysia independent secular liberal refomers of pkr justice transomation is free to bring the rule of law to the unlimited crime of anuars life in prison for azizah,Directly Hostile Terms,Race
104,Mon Apr 14 02:58:56 +0000 2025,ye to malaysia independent secular liberal refomers of pkr justice transomation is free to bring the rule of law to the unlimited crime of anuars life in prison for azizah,Directly Hostile Terms,National Identity
105,Wed Apr 02 12:14:21 +0000 2025,point to be noted malaysia doesnt allow muslims to renounce islam while turkey does turkey is a true secular country while malaysia is a pseudo secular country with islamic laws,Cultural Resistance to Islamization,Islamic Identity
105,Wed Apr 02 12:14:21 +0000 2025,point to be noted malaysia doesnt allow muslims to renounce islam while turkey does turkey is a true secular country while malaysia is a pseudo secular country with islamic laws,Cultural Resistance to Islamization,Secularism
105,Wed Apr 02 12:14:21 +0000 2025,point to be noted malaysia doesnt allow muslims to renounce islam while turkey does turkey is a true secular country while malaysia is a pseudo secular country with islamic laws,Cultural Resistance to Islamization,Race
105,Wed Apr 02 12:14:21 +0000 2025,point to be noted malaysia doesnt allow muslims to renounce islam while turkey does turkey is a true secular country while malaysia is a pseudo secular country with islamic laws,Cultural Resistance to Islamization,National Identity
106,Tue Apr 01 17:45:17 +0000 2025,in a secular country there should not be anything special based pm religion be it ministry of minority affairs madarsa education or waqf waqf should be completely scrapped along with ministry of minority affairs no amendment can justify a religion based ministry in a,Cultural Resistance to Islamization,Secularism
106,Tue Apr 01 17:45:17 +0000 2025,in a secular country there should not be anything special based pm religion be it ministry of minority affairs madarsa education or waqf waqf should be completely scrapped along with ministry of minority affairs no amendment can justify a religion based ministry in a,Cultural Resistance to Islamization,Race
106,Tue Apr 01 17:45:17 +0000 2025,in a secular country there should not be anything special based pm religion be it ministry of minority affairs madarsa education or waqf waqf should be completely scrapped along with ministry of minority affairs no amendment can justify a religion based ministry in a,Cultural Resistance to Islamization,Politics
106,Tue Apr 01 17:45:17 +0000 2025,in a secular country there should not be anything special based pm religion be it ministry of minority affairs madarsa education or waqf waqf should be completely scrapped along with ministry of minority affairs no amendment can justify a religion based ministry in a,Cultural Resistance to Islamization,Social Issues
107,Tue Apr 08 13:03:28 +0000 2025,i dont support senegal being secular because i think that putting up an islamic republic similarly to how malaysia or pakistan did can help pioneer a unifying factor for a lot of nearby countries which we already share a lot of cultural ties with,Religious Supremacy,Islamic Identity
107,Tue Apr 08 13:03:28 +0000 2025,i dont support senegal being secular because i think that putting up an islamic republic similarly to how malaysia or pakistan did can help pioneer a unifying factor for a lot of nearby countries which we already share a lot of cultural ties with,Religious Supremacy,Secularism
107,Tue Apr 08 13:03:28 +0000 2025,i dont support senegal being secular because i think that putting up an islamic republic similarly to how malaysia or pakistan did can help pioneer a unifying factor for a lot of nearby countries which we already share a lot of cultural ties with,Religious Supremacy,Race
107,Tue Apr 08 13:03:28 +0000 2025,i dont support senegal being secular because i think that putting up an islamic republic similarly to how malaysia or pakistan did can help pioneer a unifying factor for a lot of nearby countries which we already share a lot of cultural ties with,Religious Supremacy,National Identity
