Id,created_at,full_text,label,type,explanation
397,Tue Dec 03 07:04:43 +0000 2024,Kerana ini lah Malaysia perlu tolak parti yg suka melaga lagakan kaum dan tunggang agama. Ulama ulama puaka tua bangka yg stuck dalam pemikiran kolot dan sempit ni dah tak relevan dah. Bila ada musibah Malaysians will always help Malaysians ️ https://t.co/TFikcA3LXb,1,Directly Hostile Terms,Dehumanizes religious figures and frames them as divisive and outdated.
398,Tue Dec 24 06:55:04 +0000 2024,Kebebalan lelaki melayu muslim hari ini adalah bila solat di surau masing-masing solat seorang. Nak jadi imam pun takut-takut. Kalau sembang bab kahwin laju pula. Lemah.,1,Directly Hostile Terms,"Generalizes and insults Muslim Malay men, mocking their religious behavior."
399,Sun Dec 15 16:50:02 +0000 2024,Malaysia is secular country instead of Islamic Country Pls go back to school continue your history SPM PAPER! NOOB!,1,Cultural Resistance to Islamization,Dismisses Islamic identity of Malaysia with insults and ridicule.
400,Mon Dec 09 01:36:30 +0000 2024,Di Malaysia walaupun org tu ada tauliah dia balut hal agama dan selawat utk nampakkan cerita khurafat yg disampaikan mereka itu benar. Sbb tu ada Ustaz boleh bercerita mcm ni: 1. Menara Firaun 15KM 2. Nabi Adam turun di Gunung Jerai 3. Perpindahan Roh Abu Bakr pd Imam,1,Institutional Distrust,"Suggests religious speakers use fabricated stories to mislead, implying corruption in Islamic teaching."
401,Sat Dec 28 09:48:11 +0000 2024,Salam Malaysian Amalan Puja Kubur Wali/Ulama dah masuk Selangor. Selamatkan keluarga anda drpd terjebak. Jgn risau ada asatizah akan backup perbuatan mereka katanya hanya berzikir tiada masalah dan hukumnya Harus . Hakikatnya Nabi tk ajar ziarah kubur spt itu.,1,Cultural Resistance to Islamization,"Frames Islamic burial traditions as heretical, criticizing religious justification."
402,Thu Dec 26 01:20:50 +0000 2024,Alhamdulillah saat mengetahui kecelakaan bakal menimpa brother ni minta doa direct pd Allah. Di Malaysia kita ada 1 fahaman yg cuba mengelirukan rakyat iaitu pergi minta dgn Wali² atau Syiekh² mereka. Lg parah fahaman ini cuba dipertahan oleh segelintir Jabatan Agama.,1,Institutional Distrust,Accuses Islamic religious authorities of spreading misguided practices.
403,Wed Dec 18 02:53:41 +0000 2024,Today there is not a single political party in Malaysia that represents Rakyat. UMNO - destroyed Malay's dignity PAS - tarnished Islam PH - befriend with corruption DAP - married PH MCA - UMNO's bitches MIC - Not sure still around GPS - Taib's bitches GRS - Corruption King,1,Directly Hostile Terms,"Uses insulting language toward PAS, implying Islamic politics are tarnishing Islam."
404,Sun Dec 29 14:19:34 +0000 2024,Beberapa tahun lepas kita katakan tak mungkin Malaysia akan mengikut jejak langlah negara jiran mendurjanakan agama tapi lihatlah apa yang MB Selangor hidang kepada rakyatnya.,1,Cultural Resistance to Islamization,"Implicates political leadership in corrupting religion, suggesting religious decline."
405,Tue Dec 17 02:56:05 +0000 2024,When a Mayor of a Metro says this it reinforces Jinnah's assertion (against Gandhi-Nehru's cravings for Hindu-Muslim unity) that Muslims cannot coexist peacefully. The moment they have voting power India will be a Muslim country. Malaysia has 60% Muslims but is not secular.,1,Fear-Mongering & Conspiracy,Claims Muslims will take over nations through voting; presents Islam as a demographic threat.
406,Sat Dec 07 14:39:27 +0000 2024,This is why some of the two generations of Indian Muslims Indonesian Pakistani Middle Eastern etc end up having Bumi status due to religion &amp; marriage but 6 generations of non-Muslim Malaysians who had worked hard for the country are still treated as second-class citizens.,1,Institutional Distrust,Argues Islamic identity gives unfair privilege in Malaysia; expresses resentment.
407,Mon Dec 23 23:26:10 +0000 2024,You cannot change them sbab sifat sayang agama islam versi pas ni disemai dr pasti lg punnn so cara nak hapuskan barah ni dalam masyarakat adalah haramkan terus parti politik berunsurkan agama. Secular kan Malaysia is much better.,1,Cultural Resistance to Islamization,Proposes banning religion-based political parties and secularizing Malaysia as a cure.
408,Sun Dec 15 15:42:10 +0000 2024,@KhadeejahDani Malaysia has always been secular. Tapi melayu je kena kencing dgn politician ultra melayu kata ini tanah melayu tanah melayu. Abata abata. Hahaha,1,Directly Hostile Terms,"Mocks Malay Muslims for being misled by Islamic politicians, with dismissive tone."
409,Sat Dec 14 02:46:50 +0000 2024,Kalau langsung takda toleransi lama dah jahanam agama2 lain dekat Malaysia ni macam agama Hindu dekat negara India buat dekat komuniti Muslim di sana. Bebal 2.0,1,Religious Comparison,"Implicates Hindu-majority India in religious oppression, implies Muslim victimhood in contrast."
410,Tue Dec 03 04:46:46 +0000 2024,@sitikasim There should never have been a parallel legal system in Malaysia. They can only be one law of the land determined through democratic processes and subject to a secular constitution.,1,Cultural Resistance to Islamization,"Rejects Malaysia's dual legal system, arguing for a single secular law framework."
411,Mon Dec 30 10:42:19 +0000 2024,Sebab tu politik dan agama perlu dipisahkan or else golongan penyundal agama seperti pas akan terus mendoggie agama utk mendapat undi. So secular kan Malaysia,1,Directly Hostile Terms,"Uses dehumanizing language (e.g., 'penyundal', 'doggie') against religious politicians."
412,Sun Dec 29 15:39:04 +0000 2024,@f4kr0ls00d Puak2 ni kalau berperang Malaysia dorg lari dulu dan akan khianat negara = Puak LIBERAL dan SECULAR ,1,Directly Hostile Terms,Frames liberals and secularists as traitors who would flee and betray Malaysia.
413,Tue Dec 10 01:16:59 +0000 2024,It is because capitalism is so influential in the world today that we don t think that we are being anti-Islamic when the secular capitalist ideas and lifestyle that we adopt will lead to the decline and deterioration of the Islamic way of life https://t.co/wl7X7EhF8h,1,Cultural Resistance to Islamization,Frames secular capitalist lifestyle as anti-Islamic and harmful.
414,Sun Dec 01 12:49:46 +0000 2024,@TheHarrisSultan Malaysia (70% Malay Muslim) and Indonesia (easily 90%) also are hopeless long term. Only reason they are different coz of some secular Muslims and a large enough Chinese minority (though usually vilified for political mileage).,1,Cultural Resistance to Islamization,Frames Muslim-majority countries as hopeless without secular influence or Chinese minority.
415,Sat Dec 28 06:48:24 +0000 2024,@stillgray @ApostateProphet Did you flee Malaysia because it's a majority-Muslim dictatorship in your opinion and you fear for your safety as a secular member of the Chinese minority who praises Israel on social media in contravention of local laws?,1,Fear-Mongering & Conspiracy,Presents Malaysia as a dictatorship unsafe for secular minorities.
416,Sun Dec 08 06:11:14 +0000 2024,@PrinceArihan Cc: World's most secular democracies... Iran Iraq Syria Egypt Qatar Libya Sudan Turkey Yemen Tunisia Somalia Pakistan Malaysia Bangladesh Afghanistan Saudi Arabia,1,Religious Comparison,Mocks the idea of secular democracy by listing Islamic countries sarcastically.
417,Sun Dec 29 04:30:00 +0000 2024,@NiohBerg In Malaysia many Muslims want to actively turn a modern secular country into this. We cant reason with them,1,Cultural Resistance to Islamization,Claims Muslims aim to turn Malaysia into a theocracy and cannot be reasoned with.
418,Sun Dec 08 09:05:45 +0000 2024,@RanaAyyub Cc: World's most secular democratic countries. Iran Iraq Syria Egypt Qatar Libya Sudan Turkey Yemen Tunisia Somalia Pakistan Malaysia Bangladesh Afghanistan Saudi Arabia,1,Religious Comparison,Sarcastically lists Islamic countries as 'most secular democracies' to mock the concept.
419,Sat Dec 07 14:05:26 +0000 2024,@samar11 Cc: Most secular democracies of the world... Iran Iraq Syria Egypt Qatar Libya Sudan Turkey Yemen Tunisia Somalia Pakistan Malaysia Bangladesh Afghanistan Saudi Arabia,1,Religious Comparison,Mocks Islamic countries being labeled secular.
420,Wed Dec 04 07:21:12 +0000 2024,@LizaRosen0000 Absolutely. Attaturk focused on a secular country which Erdogan is walking away from. Erdogan is a sponsor of jihadi extremism around the world. He is responsible for problems in Pakistan Syria Malaysia and several other countries.,1,Fear-Mongering & Conspiracy,Accuses Erdogan of spreading jihadi extremism to Malaysia and other countries.
421,Sun Dec 08 06:13:52 +0000 2024,@khan_zafarul Cc: World's most secular democratic countries. They inspire entire humanity. Iran Iraq Syria Egypt Qatar Libya Sudan Turkey Yemen Tunisia Somalia Pakistan Malaysia Bangladesh Afghanistan Saudi Arabia,1,Religious Comparison,Sarcastically lists Islamic countries as models of secular democracy.
422,Mon Dec 09 03:43:14 +0000 2024,@Tam_Khan Make Syria a great secular democracy like these other countries on the earth... Iran Iraq Syria Egypt Qatar Libya Sudan Turkey Yemen Tunisia Somalia Pakistan Malaysia Bangladesh Afghanistan Saudi Arabia,1,Religious Comparison,Mocks the idea of secular democracy using Islamic-majority nations as counterexamples.
423,Tue Dec 17 10:17:47 +0000 2024,@Danial_cojp Tapi biasanya tak bertahan. Sebab? Kita ada Jakim dan Jabatan Agama Negeri. Sebab tu bila ada libebal nak abolish Jakim ni patut ludah je. Takde Jakim silap2 KL dah kena target Isis dah macam Jakarta tahun 2016.,1,Institutional Distrust,Defends religious authority while suggesting liberals threaten Islamic safety.
424,Thu Dec 05 21:09:20 +0000 2024,@man_in_lost @bujendiya @ViktorNaumenk99 It s working well in UAE Indonesia Malaysia Turkey. Notice a pattern yet? Secular Egypt is our best choice moving forward. Secularism don t always equate with good policy &amp; governing but Islamism almost always equate with shitty decision making domestic &amp; foreign policies.,1,Religious Comparison,"Claims Islamism leads to bad governance, while secularism sometimes works."
425,Wed Dec 18 07:23:01 +0000 2024,@truss_83 @Rakkha91 Malaysia isn t secular in the slightest lol. They literally have a soft-apartheid system for Malays and non-Malays (40% of the population). Malays are also constitutionally required to be Muslim. Malays are more conservative than Pakistanis they just have a lot more minorities,1,Cultural Resistance to Islamization,"Describes Malaysia’s system as soft-apartheid, implying Islamic governance is oppressive."
426,Sun Dec 22 14:11:23 +0000 2024,@Der_Parrot It same like Indonesia on 2002 Bali Bomb when Islamist Malaysia doing it. Indonesia answer it to West Papua and Acheh movement because Indonesia consider both like Islamist even they want to secular country.,1,Fear-Mongering & Conspiracy,Blames Malaysia for Islamist terrorism and links it to regional violence.
427,Tue Jan 17 08:12:11 +0000 2023,Malaysian Sheikh @assimalhakeem puts us in the picture what life would be like under Shariah Law. 1) Compulsory conversion to Islam 2) Agree to pay jizya extra taxes for non-Muslims 3) Or be killed Hat tip @emiIythegreat2 https://t.co/taBVFaZ68D,1,Fear-Mongering & Conspiracy,"Claims Shariah law leads to forced conversion, taxation, or death for non-Muslims."
428,Sat Jan 07 02:50:10 +0000 2023,PM: LGBT secularism communism will never be recognised by my govt https://t.co/9qSVTYxbiM,1,Directly Hostile Terms,Groups secularism with LGBT and communism as unacceptable; vilifies secularism.
429,Sat Jan 07 01:51:21 +0000 2023,We'll never recognise secularism communism LGBT says Anwar #FMTNews https://t.co/rkidOOE39h,1,Directly Hostile Terms,"Rejects secularism along with LGBT and communism, suggesting disdain for secular values."
