Id,created_at,full_text,translated_text,label,type,explanation,cleaned_text
278,Tue Aug 27 04:46:50 +0000 2024,Since 1980s the Islamists are gaining greater influence as critics of both military &amp; civilian secular rulers in not only #Indonesia but #Malaysia &amp; #SouthEastAsia. The growing Islamic fundamentalist tendencies are evident &amp; impacting their polity &amp; society. @prakashraaj #India https://t.co/3dbRK1eidD,Since 1980s the Islamists are gaining greater influence as critics of both military &amp; civilian secular rulers in not only #Indonesia but #Malaysia &amp; #SouthEastAsia. The growing Islamic fundamentalist tendencies are evident &amp; impacting their polity &amp; society. @prakashraaj #India https://t.co/3dbRK1eidD,1,Fear-Mongering & Conspiracy,"Describes Islamic influence in Southeast Asia as 'fundamentalist' and 'destructive', suggesting Islam is undermining governance and society.",since s the islamists are gaining greater influence as critics of both military and civilian secular rulers in not only indonesia but malaysia and southeastasia the growing islamic fundamentalist tendencies are evident and impacting their polity and society  india
279,Sat Aug 24 07:09:32 +0000 2024,I'm not surprised and neither should you. The Malay community is undergoing a process of closing the mind . Another thing that is happening is the Arabisation of the Malays who are unaware that their unique culture is being gradually replaced by Arabic culture. What can you https://t.co/TjluNhZJVD,I'm not surprised and neither should you. The Malay community is undergoing a process of closing the mind . Another thing that is happening is the Arabisation of the Malays who are unaware that their unique culture is being gradually replaced by Arabic culture. What can you https://t.co/TjluNhZJVD,1,Fear-Mongering & Conspiracy,"Portrays Islam as a force replacing local culture (Arabisation), suggesting cultural erasure by Muslims.",im not surprised and neither should you the malay community is undergoing a process of closing the mind  another thing that is happening is the arabisation of the malays who are unaware that their unique culture is being gradually replaced by arabic culture what can you
280,Mon Aug 12 14:13:54 +0000 2024,@syahredzan The most feared thing happening in Malaysia is the widespread influence of secularism remember the Ottoman Empire was destroyed because of secular influence https://t.co/CH9mdr0dKn,@syahredzan The most feared thing happening in Malaysia is the widespread influence of secularism remember the Ottoman Empire was destroyed because of secular influence https://t.co/CH9mdr0dKn,1,Fear-Mongering & Conspiracy,"Claims secularism's destruction (e.g., of the Ottoman Empire) is being repeated in Malaysia, instilling fear of Islam replacing secular society.",the most feared thing happening in malaysia is the widespread influence of secularism remember the ottoman empire was destroyed because of secular influence
281,Tue Aug 20 05:49:19 +0000 2024,In Malaysia they demolished temples in the name of widening roads like Auliya does in India. Hindus are forcefully converted and Wahabi influencers are given freedom to intimidate Hs. But our PM gives warm welcome to Malaysia PM. Inse bhi purana rishta hai kya?,In Malaysia they demolished temples in the name of widening roads like Auliya does in India. Hindus are forcefully converted and Wahabi influencers are given freedom to intimidate Hs. But our PM gives warm welcome to Malaysia PM. Inse bhi purana rishta hai kya?,1,Fear-Mongering & Conspiracy,"Accuses Malaysia of demolishing temples and promoting forced conversions under Wahabi influence, inciting fear and resentment toward Muslims.",in malaysia they demolished temples in the name of widening roads like auliya does in india hindus are forcefully converted and wahabi influencers are given freedom to intimidate hs but our pm gives warm welcome to malaysia pm inse bhi purana rishta hai kya
282,Wed Aug 07 01:18:20 +0000 2024,A key reason why Chinese and International schools are getting record enrolments from non-Muslims. SK is well on its way to becoming SA. Nothing can stop this trend because no education minister in Malaysia dare to confront the Islamists. There will be a day when you cannot tell https://t.co/UzfyBu79ZU,A key reason why Chinese and International schools are getting record enrolments from non-Muslims. SK is well on its way to becoming SA. Nothing can stop this trend because no education minister in Malaysia dare to confront the Islamists. There will be a day when you cannot tell https://t.co/UzfyBu79ZU,1,Fear-Mongering & Conspiracy,Claims Islamists are taking over education without being confronted.,a key reason why chinese and international schools are getting record enrolments from nonmuslims sk is well on its way to becoming sa nothing can stop this trend because no education minister in malaysia dare to confront the islamists there will be a day when you cannot tell
283,Tue Aug 20 17:23:44 +0000 2024,I am not that bothered about Malaysian hindus because there are a sizable number of ethnic Chinese also there in Malaysia. They don't have the woke secular degeneracy that some Hindus have. They will resist Islamism tooth and nail.,I am not that bothered about Malaysian hindus because there are a sizable number of ethnic Chinese also there in Malaysia. They don't have the woke secular degeneracy that some Hindus have. They will resist Islamism tooth and nail.,1,Religious Comparison,Praises Chinese resistance to Islamism while disparaging Hindus.,i am not that bothered about malaysian hindus because there are a sizable number of ethnic chinese also there in malaysia they dont have the woke secular degeneracy that some hindus have they will resist islamism tooth and nail
284,Sun Aug 04 00:08:17 +0000 2024,Of course non Muslims are not affected. Do you really believe them? Their whole life is about stopping others from living in this world. They should stuff their personal moral values up where the sun don't shine. https://t.co/Fn4BlIFr2j,Of course non Muslims are not affected. Do you really believe them? Their whole life is about stopping others from living in this world. They should stuff their personal moral values up where the sun don't shine. https://t.co/Fn4BlIFr2j,1,Directly Hostile Terms,Uses hostile language implying non-Muslims are obstructive.,of course non muslims are not affected do you really believe them their whole life is about stopping others from living in this world they should stuff their personal moral values up where the sun dont shine
285,Fri Aug 23 09:01:44 +0000 2024,We need to talk how Indonesia (a somewhat secular democracy) is viewed as more conservative than Malaysia (an actual theo-clepto-monarchy who acknowledge the supremacy or one particular group),We need to talk how Indonesia (a somewhat secular democracy) is viewed as more conservative than Malaysia (an actual theo-clepto-monarchy who acknowledge the supremacy or one particular group),1,Religious Comparison,"Compares Malaysias system unfavorably to Indonesia, implying religious supremacy.",we need to talk how indonesia a somewhat secular democracy is viewed as more conservative than malaysia an actual theocleptomonarchy who acknowledge the supremacy or one particular group
286,Sat Aug 24 05:50:38 +0000 2024,Inilah moral secular-liberal atheist Di Malaysia kita perlu kawal pengaruh sekular kerana mereka sangat licik dan sanggup gunakan apa sahaja cara untuk kembangkan ajaran mereka yang mahu manusia bersikap individualistik,This is the secular-liberal atheist moral in Malaysia we need to control secular influence because they are very cunning and willing to use whatever way to develop their teachings that want humans to be individualistic,1,Directly Hostile Terms,Labels secular-liberal atheists in Malaysia as deceitful and dangerous.,this is the secularliberal atheist moral in malaysia we need to control secular influence because they are very cunning and willing to use whatever way to develop their teachings that want humans to be individualistic
287,Sat Aug 10 11:38:52 +0000 2024,India is hindu majority that is why it is 'secular'. Bangladesh is muslim majority that is why it can never be secular.,India is hindu majority that is why it is 'secular'. Bangladesh is muslim majority that is why it can never be secular.,1,Religious Comparison,"Asserts that Muslim-majority countries cant be secular, implying inherent intolerance.",india is hindu majority that is why it is secular bangladesh is muslim majority that is why it can never be secular
288,Wed Aug 21 13:41:58 +0000 2024,@anwaribrahim Your country is not secular. You suppress minorities. Minorities have fallen in Malaysia. Why do you think you can lie and give your fake narrative here. Plus you seem oil that kills - palm oil. Are you evil person? ,@anwaribrahim Your country is not secular. You suppress minorities. Minorities have fallen in Malaysia. Why do you think you can lie and give your fake narrative here. Plus you seem oil that kills - palm oil. Are you evil person? ,1,Directly Hostile Terms,Accuses Malaysian leadership of lying and evil with a hostile tone.,your country is not secular you suppress minorities minorities have fallen in malaysia why do you think you can lie and give your fake narrative here plus you seem oil that kills  palm oil are you evil person
289,Thu Aug 22 12:35:06 +0000 2024,Malaysia is an Islamic nation their religious book asks them to treat their minorities inhumanly so they do. India is secular must treat all equally so muslims can complain about ANY small mistreatment This is the vile logic these people have!,Malaysia is an Islamic nation their religious book asks them to treat their minorities inhumanly so they do. India is secular must treat all equally so muslims can complain about ANY small mistreatment This is the vile logic these people have!,1,Religious Supremacy,Claims Islamic teachings promote inhuman treatment of minorities.,malaysia is an islamic nation their religious book asks them to treat their minorities inhumanly so they do india is secular must treat all equally so muslims can complain about any small mistreatment this is the vile logic these people have
290,Fri Aug 16 03:39:32 +0000 2024,Muslims cannot be Secular. The concept of Shirk prohibits them from being secular. You cannot be Secular and Muslim at the same time. non-Muslims do not understand (do not want to understand) this simple fact.,Muslims cannot be Secular. The concept of Shirk prohibits them from being secular. You cannot be Secular and Muslim at the same time. non-Muslims do not understand (do not want to understand) this simple fact.,1,Religious Supremacy,"Declares Muslims cannot be secular, suggesting incompatibility.",muslims cannot be secular the concept of shirk prohibits them from being secular you cannot be secular and muslim at the same time nonmuslims do not understand do not want to understand this simple fact
